#Description#
#FrameIndex, index_x, index_y, Features, Sammed Features, Correspondenz Pairs, Association Variance, Fixed Nodes, Rotation Angle#
25 0 0 0 0 0 0.02 0 0 
26 0 0 0 0 0 0.02 0 0 
26 0 0 0 0 0 0.02 0 0 
28 0 0 0 0 0 0.02 0 0 
28 0 0 0 0 0 0.02 0 0 
29 0 0 0 0 0 0.02 0 0 
31 0 0 0 0 0 0.02 0 0 
31 0 0 0 0 0 0.02 0 0 
33 0 0 0 0 0 0.02 0 0 
33 0 0 0 0 0 0.02 0 0 
34 0 0 0 0 0 0.02 0 0 
35 0 0 0 0 0 0.02 0 0 
36 0 0 0 0 0 0.02 0 0 
37 0 0 0 0 0 0.02 0 0 
38 0 0 0 0 0 0.02 0 0 
39 0 0 0 0 0 0.02 0 0 
40 0 0 0 0 0 0.02 0 0 
42 0 0 0 0 0 0.02 0 0 
42 0 0 0 0 0 0.02 0 0 
43 0 0 0 0 0 0.02 0 0 
45 0 0 0 0 0 0.02 0 0 
46 98 164 8 8 0 0.02 0 0 
47 100 163 7 7 7 0.014596 0 1.34239 
48 99 162 7 7 7 0.02 0 1.97887 
49 94 160 7 7 7 0.02 0 1.40791 
50 96 161 8 8 8 0.02 0 1.91406 
51 98 160 7 7 7 0.02 0 2.42022 
52 96 159 8 8 7 0.02 0 5.82106 
53 94 158 8 8 8 0.02 0 2.15295 
54 96 156 7 7 7 0.011489 0 3.6156 
55 95 155 7 7 7 0.0136703 0 3.3132 
56 92 153 8 8 7 0.0183997 0 2.66932 
57 91 151 8 8 8 0.02 0 2.49389 
58 91 149 8 8 8 0.02 0 1.62202 
59 90 146 8 8 8 0.02 0 1.13285 
60 90 143 8 8 8 0.02 0 1.76454 
61 90 141 8 8 8 0.0174575 0 2.29732 
62 92 138 7 7 7 0.02 0 1.51099 
63 90 134 9 9 7 0.0162188 0 2.49357 
64 90 133 9 9 9 0.0146669 0 0.724521 
65 85 133 7 7 6 0.0132848 0 1.64885 
66 88 130 8 8 7 0.016436 0 0.801532 
67 89 129 8 8 6 0.0157081 0 0.633357 
68 86 127 7 7 7 0.0166321 0 1.55494 
69 89 124 8 8 7 0.0173432 0 0.599027 
70 87 123 7 7 7 0.0184746 0 1.38151 
71 89 120 9 8 6 0.0144774 0 1.97133 
72 87 120 7 7 6 0.0168697 0 2.5691 
73 89 117 8 8 7 0.013233 0 1.71088 
74 87 117 7 7 6 0.0119591 0 1.03149 
75 89 115 8 8 7 0.00979222 0 0.532559 
76 91 112 9 9 8 0.0137392 0 1.17495 
77 89 112 8 8 8 0.00993682 0 1.16355 
78 87 113 7 7 7 0.00868842 0 2.22771 
79 88 110 8 8 7 0.0132334 0 0.777718 
80 86 110 7 7 6 0.0138164 0 1.5839 
81 88 105 8 8 7 0.02 0 1.4566 
82 88 103 6 6 5 0.02 0 1.09056 
83 87 100 8 8 6 0.0183524 0 2.04928 
84 89 97 9 9 8 0.0126579 0 3.07626 
85 85 98 7 7 6 0.0133293 0 1.52184 
86 86 95 8 8 7 0.0121605 0 0.823707 
87 86 94 8 8 8 0.0113066 0 0.349603 
88 84 95 7 7 7 0.0127936 0 1.18689 
89 85 92 8 8 7 0.0120765 0 1.42671 
90 86 91 8 8 6 0.0107811 0 0.615795 
91 87 88 9 9 8 0.014104 0 1.16624 
92 86 87 9 9 9 0.0175441 0 1.28818 
93 84 86 8 8 7 0.0194836 0 1.6994 
94 84 84 8 8 8 0.0188852 0 2.47116 
95 83 82 8 8 8 0.0196389 0 2.48728 
96 82 77 8 8 7 0.02 0 6.12512 
